    0.183042     0.311131     0.266905     0.119040    -0.125851     0.591683    -0.217009     0.128420     0.039385     0.083123     0.011572     0.000000
    0.531602     0.485000     0.375765     0.200702     0.376468     0.237461     0.316931    -0.143505     0.478964     0.035616    -0.580323     1.000000
    0.184304     0.412022     0.392689     0.389485     0.153840     0.571584     0.167460     0.327426     0.682038     0.631457    -0.033915     0.000000
    0.182181     0.320559     0.145911     0.118942     0.204381     0.259433     0.421089     0.364084     0.609777     0.481963     0.737509     0.000000
    0.203195     0.591258     0.151947    -0.107750     0.006609     0.553232     0.072975     0.680451     0.389890     0.805248    -0.369274     1.000000
    0.317186     0.094553     0.373458     0.451251     0.217533     0.548091     0.376796     0.134904     0.764287     0.349870    -0.402595     0.000000
    0.640194     0.392951     0.084686    -0.040925    -0.255472     0.454823     0.190507     0.346017     0.395280     0.411292    -0.202697     1.000000
    0.135213     0.514082     0.641720    -0.020061     0.345287     0.220890     0.229751     0.349254     0.344574     0.393580    -0.412699     1.000000
    0.689491     0.412341     0.425326     0.441326    -0.023362     1.221201     0.389673     1.050069     1.187973     0.702380     0.208281     1.000000
    0.047350     0.346226     0.145158     0.195273     0.084476    -0.600571     0.410460    -0.080106    -0.165752     0.013258     0.375559     1.000000
    0.182535     0.089522     0.230832     0.208344     0.242801     0.651108     0.358035     0.381703     0.333616     0.699587     0.722667     1.000000
    0.210193     0.255952     0.203253    -0.205198    -0.237572     0.665600     0.404546     0.381380     0.559801     0.173055    -0.376367     0.000000
   -0.030355    -0.152909     0.239568     0.029474     0.316272     0.137441     0.401817     0.664434     0.257168    -0.143719     1.086068     1.000000
    0.661363     0.373237     0.336962     0.063244    -0.053122     0.817318     0.416369     0.457210     0.313713     0.729065     0.357435     1.000000
    0.259861     0.545155     0.192213     0.281917     0.186687     0.316591     0.586132     0.528203     0.751257     0.655989    -0.176031     1.000000
    0.239638     0.383904     0.383243    -0.093593    -0.204783     0.112776     0.404491     0.037114     0.288428    -0.147541     0.145542     0.000000
    0.568567     0.216986     0.375054     0.394264    -0.005627     0.704747     0.280743     0.463417     0.406026     0.789030    -0.080402     1.000000
    0.324488     0.274851     0.132599     0.295115     0.435656     0.888903     0.528123     0.590613     0.299936     0.680230     0.568348     0.000000
    0.310911     0.059363     0.086489     0.214272     0.144180    -0.434046    -0.147945     0.167224     0.476913     0.309723    -0.087996     0.000000
