    0.146118     0.101487     0.293875     0.179214     0.101160    -0.098501     0.461699    -0.327241     0.053864    -0.060264
    0.199538     0.174609     0.245947     0.311929     0.345243     0.401786     0.307111     0.582601     0.246816     0.281764
   -0.236111     0.186394    -0.150179    -0.280665    -0.294195    -0.008738     0.574673     0.434179     0.525106     0.171506
    0.418547     0.010475     0.087123     0.202448     0.190860     0.385775     0.035733     0.098704     0.518664     0.322222
    0.257057     0.274397     0.173706     0.144743     0.149408     0.600394     0.437379     0.842866     0.700347     0.502234
    0.757936     0.161540    -0.056032    -0.020761     0.188245     0.029327     0.656981     0.219725     0.682058     0.270192
    0.236105     0.237227     0.088408     0.300113     0.445669     0.329824     0.523137     0.332595     0.162817     0.737664
   -0.002204    -0.082359     0.126241     0.312827     0.173829    -0.136087    -0.179254    -0.505937    -0.039579    -0.144280
    0.334500     0.280562     0.341074     0.101653     0.202129     0.220519     0.880067     1.015715     0.163153     0.678299
    0.092255    -0.043360     0.001757     0.008519     0.018990    -0.033259     0.198815     0.583087     0.425841     0.487649
    0.462996    -0.081020     0.478801    -0.032225     0.400261     0.790712     0.297873     0.553059     0.732000     0.404725
    0.512533     0.169597     0.268860     0.082872    -0.450818     0.697861     0.122725    -0.028702     0.194960     0.333478
    0.379969     0.150778     0.079889     0.142085     0.186537     0.534108     0.675782     0.330042     0.397609     0.304235
    0.451366     0.553545     0.244179     0.158581     0.259836     0.467133     0.034329    -0.101217     0.543902     0.400329
    0.232027     0.338796     0.111197    -0.056183     0.238870    -0.036711    -0.113036     0.347905     0.109932     0.594109
    0.135261     0.275443     0.421689     0.033356    -0.291651     0.981201     0.789579     1.077897     0.774942     0.584961
    0.008274    -0.132139     0.195897    -0.049746     0.006537     0.040112     0.538222     0.546212     1.157408     0.651695
    0.669354     0.182631     0.323407     0.153930     0.089970     0.610423     0.530464     0.672596     0.607501     0.398834
    0.055263     0.110448     0.341651     0.275204    -0.129683    -0.181890    -0.054063     0.219362    -0.029380     0.174125
   -0.056936     0.135466     0.181697     0.295579     0.040430     0.414531     0.608432     0.030230     0.514724     0.225690
    0.276750     0.080994     0.409841     0.148277    -0.062763     0.452597     0.447304     0.308198     0.692814     0.841308
    0.640181     0.295686     0.340040    -0.010251     0.197838     0.885918    -0.034082     0.381561     0.157714     0.239610
    0.433727     0.262826    -0.284625    -0.177778     0.113931     0.686380     0.458410     0.195956     0.571339     0.530218
   -0.150794     0.130440    -0.070212     0.166861    -0.202070     0.331852     0.650811     0.438924     0.483236    -0.023968
   -0.157447     0.072078    -0.149342    -0.337880    -0.173310     0.055839    -0.375301    -0.205818    -0.610317    -0.043260
    0.497073     0.397423     0.825092     0.147855     0.338161     0.628525     0.557857     0.712928     0.642035     0.988926
    0.482787     0.336098     0.341769    -0.023962     0.238987     1.010769     0.822993     1.053007     0.251360     0.103707
    0.253723     0.425159     0.318788     0.153656     0.182213     0.003006     0.315802     0.206952     0.467622     0.164496
    0.567581     0.083490     0.415741     0.300213     0.064387     0.455928     0.659835     0.628244     0.661859     0.061566
   -0.167234    -0.132467     0.164112     0.134784     0.033331     0.151207     0.148309     0.158064     0.385447     0.281686
    0.481498     0.197447     0.102842    -0.105568    -0.287127     0.961727     0.442914     0.289264     0.609506     0.325937
    0.554685     0.289412     0.233807    -0.088351     0.000698     0.586605     0.550452     0.685010     0.788818     0.724650
    0.313667     0.201099     0.059801     0.194290     0.810933    -0.067232     0.103396     0.105686    -0.056020     0.300173
    0.574833     0.357707     0.311253     0.270393     0.240385     0.424413     0.455555     0.540969     0.922943     1.115163
    0.273735     0.084137     0.085406     0.104364     0.055741     0.455072     0.165396     0.638752     0.650874     0.794265
    0.469943     0.149708     0.166274     0.421675     0.316696     0.324118     0.811690     0.483230     0.615653     0.704980
   -0.036575     0.127490     0.246064     0.033163     0.341181     0.260728    -0.074633     0.438919    -0.076112     0.003035
    0.598654     0.056330     0.272810     0.013335    -0.153836     0.337971     0.299517     0.569143    -0.050370     0.116714
    0.542247     0.001652    -0.099121    -0.056940     0.210974     0.507270     0.089259    -0.078731     0.290609    -0.227768
   -0.061844     0.308878    -0.038913    -0.184115    -0.053474     0.428272     0.491461     0.441498     0.285604     0.141978
    0.458644     0.379945     0.387936     0.122547     0.343619     0.392784     0.163115    -0.183255    -0.178335    -0.034671
    0.254431     0.229579     0.230183     0.143497    -0.235362     0.280688     0.214745     0.067805    -0.142006     0.008982
    0.304166     0.275598    -0.131677    -0.205928    -0.062633     0.264627    -0.096206    -0.238600    -0.174389     0.057654
    0.011333     0.005656     0.406269     0.150344     0.448619     0.237291     0.293308     0.356042     0.347890     0.445665
    0.492279     0.436528     0.026587    -0.133059    -0.000655     0.745234     0.274906     0.066062    -0.002976     0.300569
    0.361659     0.195566     0.319385     0.063510     0.284458     0.440487     0.200506     0.666341     0.729395     0.559628
   -0.106627    -0.104471    -0.083735    -0.133367     0.083716     0.904865     0.653619     0.331824     0.377635    -0.054195
    0.214196     0.035705     0.210972     0.187454     0.046122    -0.068603     0.268256     0.045418     0.938801     0.273713
    0.776220     0.399755     0.131624     0.063267    -0.026424     0.577243     0.195509     0.246693     0.574905     0.762553
    0.436991     0.377728     0.391458     0.551434     0.270354     0.367055     0.285445     0.288281     0.411390     0.738073
   -0.088479    -0.027910     0.299193     0.174691     0.120725    -0.380008     0.256157     0.394889     0.247914     0.532963
