   -0.046814     0.036262     0.798842     0.344205     0.070382    -0.830646     0.870461    -1.569745    -0.080458    -0.591794    -0.107963     0.043163     0.335701     0.796033     0.767698     0.444982     0.126104     0.957079    -0.548993    -0.260375    -1.332292     0.886128    -0.983313    -0.902029    -0.742044    -0.160231     1.011547     0.750923     1.064052     0.039703
    0.785470    -0.646261     0.043062     0.684702     0.436793     0.143421    -0.518197    -0.034554     0.763328    -0.228484     0.132093     0.429904    -0.066723     0.205322     0.178982     0.986739     0.355459     1.669524     0.666350     0.203858     2.030265    -0.406895    -0.765278    -0.123519     0.830740    -0.952483     1.335647     0.282768     1.654517    -0.082714
    0.228101     0.473175    -0.193419     1.052275     1.329847     0.206808     0.587003     0.174424    -0.533745     0.967186    -0.532290    -0.530565     0.377428     1.183654     0.331753    -0.607431    -0.556679    -1.412131     0.056520    -0.536555     0.416917     0.461177     0.708571    -0.043591     0.564939    -0.160283     1.638400     1.680423    -0.865139     1.221165
   -0.211368    -0.479320    -0.199295     0.102306     0.067901    -0.566002     0.298608     1.335504     0.350372     0.493157     0.808175    -1.165634     1.619324    -0.767389     1.444025     1.247724     0.169797     0.734926     1.085692    -0.267639     1.221989    -0.040208     0.651859     0.077163    -1.983696     0.791584    -0.685341    -0.608646     0.049852     0.810950
    0.667613    -0.040605    -0.144093     0.422925     0.461742     0.543415     0.904563     0.000120     0.154516    -0.302703     0.734610     1.300512    -0.216688     0.046154     0.471075     0.355755    -0.999263    -0.824704     1.294357     0.311530     0.404042     1.007780    -0.089666    -0.262936     1.134029    -0.506903    -0.707770     1.052918     0.088412     1.410281
   -0.079982     0.743903     1.111403    -0.457425    -1.426330     1.829328     0.739887     1.333566     0.314700     0.259770    -0.522515    -0.760754     0.717452    -0.338241     0.080989    -0.083097     1.391093     1.011251     2.572110     0.665393     2.067208    -0.042461     0.965333     0.417866     0.236371     0.681598     0.734903     1.167290     0.778777     0.327797
   -0.324381     0.178431     0.990707     0.681263    -0.966141    -0.964748    -0.411280     0.264287    -0.803688     0.370370    -0.819936     0.269636     0.215855     0.897816    -0.339461     0.842785     1.071019    -0.658382     0.697422    -0.304426     0.377713    -0.225291     1.260459     0.149682    -0.508166     0.464398     0.492583    -0.048385     1.051446     1.410718
    1.462572     0.233642     0.701774    -0.630866     0.513295     1.086428    -1.369548     0.314177    -0.461248    -0.124914     0.647463     0.147615    -1.920408    -0.580524     0.431480     1.111010     0.417269     0.328154     1.354078     0.666709    -0.648756     0.713775    -0.456783     1.000329    -0.827745     0.723651     1.190927     0.584176     0.438267    -0.753494
   -0.974221     0.274174    -0.910481    -1.063875    -0.249180    -0.093573    -1.336727    -0.309093    -1.448770     0.516422     0.763510     0.522135     2.199822    -0.746042     0.659644     0.567228     0.326680     0.454108     0.322978     1.341907     1.150505     0.565783     0.682855    -0.533695     0.955090     1.888986     1.163834     1.752483    -0.564095    -0.498465
    0.281925     1.203306     0.511235     0.100410     0.314534    -0.722895     0.107846    -0.131202     0.614833    -0.512710     1.048244    -0.725302     1.090462     0.534664    -0.378359     0.231785     1.113822     0.773690     0.585044    -0.922995    -1.005763    -0.427406     0.684982     0.554658     0.172702     0.338047     0.259924     0.174511     0.547952     0.165492
    0.977789     0.026968    -0.117837    -0.635180    -1.203531     1.448348    -0.068108    -0.140609     0.839817    -0.078364     1.028202     0.117657     0.074168    -0.876253    -0.231021     0.637965     0.608113     1.115972     1.282018     1.021006     0.814327     0.422383    -0.105674     0.872589     3.317205    -0.384109     0.318999     0.460158    -0.292845     0.235685
    1.262930     0.557912     0.521952     0.531383     0.372857     0.009759     0.195813     0.561899     1.342000     1.393087     0.368082    -0.151753    -0.048964     0.315478     0.026211     0.706989    -0.037809     1.514368     0.957704     1.390315     1.373531     0.090946     0.418919     1.738000     0.979438     0.282887     1.829481     0.686613     0.786509     0.947763
   -0.604951     0.354029     0.598019    -0.147113     1.245448     0.294372    -0.804155     0.772523    -1.030227    -0.588373     1.099735    -0.912699     0.525994    -0.466861    -0.927061    -0.053677     0.248276     1.001168    -0.997901     0.170460     1.059668    -0.972949    -0.913383    -0.361369     0.878199     0.400144    -0.385723    -0.354865     0.584683    -1.420764
   -0.682149     1.108231    -0.752852    -0.677770    -0.052968     0.721622     0.397335     0.477389     0.053841    -0.369627     0.718034     0.571696     0.568528    -0.239770     0.856497     0.114341    -0.499447    -1.246031    -0.766593    -0.508550     0.033558     0.311738     0.281106     0.213529    -1.293177    -0.108571    -0.326320    -0.449726    -1.092741    -0.119942
    0.436030     0.546778    -1.128956    -0.706201    -0.100890    -0.077691    -0.986791    -0.673768    -0.382356     0.178911    -0.663234    -0.373757     1.247213     0.051486     1.436050     0.209153     0.334463     0.232014     0.056104     0.109052     0.986597     0.890717    -0.790138    -0.751896     0.013949     0.995505    -0.464299    -0.330626    -0.354892     0.495446
    0.611673     0.159753     0.767198    -0.223549     0.865050     0.291274    -0.315811     1.076575     0.876109     0.050812    -0.888651    -0.529072    -0.414324    -0.332042     0.532103     2.385164     1.357442     0.513333     0.438383    -1.012115     0.209597    -0.193559     0.640630     0.656322     0.056367    -0.678002     0.477243    -0.197748     2.217754    -0.254938
    1.878179     0.490114    -0.270957    -0.110035    -0.463238     0.162089    -0.628131     0.088419     0.866372     1.123858     0.770941     0.708099     0.650315     1.535609     0.130466     0.071468    -0.139527     0.004946     0.077079     1.107102    -0.596596    -0.047041     1.169654     0.621651     0.510790    -1.044910     0.819243     0.882252     0.178492     1.162482
    1.279199    -0.195554     0.789028     0.615678    -0.346627    -1.205865    -0.377400    -1.321667     0.431984     0.510692     1.158804    -0.455202     0.731126    -0.383498    -0.754784    -0.476465     0.555172    -0.205964     0.398468    -0.142550     0.130096     0.399611     0.484291     0.843953    -0.278361     0.400402    -1.273313    -0.196855     0.670728     0.277562
    0.573874    -0.945822    -0.066322     0.188071    -0.849572     0.519749     1.152848     1.115127     0.301007     0.129329     0.544874     1.632573    -0.521271     1.194443     0.320301     0.020277    -0.228431    -0.849353    -0.247863    -0.998566     0.606654    -0.154772     0.766570    -1.115077     1.176458     1.301190     0.185236    -0.119874    -0.394926     1.193674
    2.542090    -0.277657     0.968524     1.546342     0.074936     0.676269     0.110748     0.269629     1.346953     1.014484    -0.128026     0.260369     0.168546     0.777588    -0.190806     0.500608     0.655978     0.146354     0.696688    -0.172453     0.273813     0.105315     0.612680     1.195274     0.590580     1.954852     1.102706    -0.152747     1.909546     0.415580
