    0.146118     0.101487     0.293875     0.179214     0.101160    -0.098501     0.461699    -0.327241     0.053864    -0.060264  1
    0.199538     0.174609     0.245947     0.311929     0.345243     0.401786     0.307111     0.582601     0.246816     0.281764  1
   -0.236111     0.186394    -0.150179    -0.280665    -0.294195    -0.008738     0.574673     0.434179     0.525106     0.171506  1
    0.418547     0.010475     0.087123     0.202448     0.190860     0.385775     0.035733     0.098704     0.518664     0.322222  1
    0.257057     0.274397     0.173706     0.144743     0.149408     0.600394     0.437379     0.842866     0.700347     0.502234  1
    0.757936     0.161540    -0.056032    -0.020761     0.188245     0.029327     0.656981     0.219725     0.682058     0.270192  1
    0.236105     0.237227     0.088408     0.300113     0.445669     0.329824     0.523137     0.332595     0.162817     0.737664  1
   -0.002204    -0.082359     0.126241     0.312827     0.173829    -0.136087    -0.179254    -0.505937    -0.039579    -0.144280  1
    0.334500     0.280562     0.341074     0.101653     0.202129     0.220519     0.880067     1.015715     0.163153     0.678299  1
    0.092255    -0.043360     0.001757     0.008519     0.018990    -0.033259     0.198815     0.583087     0.425841     0.487649  1
    0.462996    -0.081020     0.478801    -0.032225     0.400261     0.790712     0.297873     0.553059     0.732000     0.404725  1
    0.512533     0.169597     0.268860     0.082872    -0.450818     0.697861     0.122725    -0.028702     0.194960     0.333478  1
    0.379969     0.150778     0.079889     0.142085     0.186537     0.534108     0.675782     0.330042     0.397609     0.304235  1
    0.451366     0.553545     0.244179     0.158581     0.259836     0.467133     0.034329    -0.101217     0.543902     0.400329  1
    0.232027     0.338796     0.111197    -0.056183     0.238870    -0.036711    -0.113036     0.347905     0.109932     0.594109  1
    0.135261     0.275443     0.421689     0.033356    -0.291651     0.981201     0.789579     1.077897     0.774942     0.584961  1
    0.008274    -0.132139     0.195897    -0.049746     0.006537     0.040112     0.538222     0.546212     1.157408     0.651695  1
    0.669354     0.182631     0.323407     0.153930     0.089970     0.610423     0.530464     0.672596     0.607501     0.398834  1
    0.055263     0.110448     0.341651     0.275204    -0.129683    -0.181890    -0.054063     0.219362    -0.029380     0.174125  1
   -0.056936     0.135466     0.181697     0.295579     0.040430     0.414531     0.608432     0.030230     0.514724     0.225690  1
    0.276750     0.080994     0.409841     0.148277    -0.062763     0.452597     0.447304     0.308198     0.692814     0.841308  1
    0.640181     0.295686     0.340040    -0.010251     0.197838     0.885918    -0.034082     0.381561     0.157714     0.239610  1
    0.433727     0.262826    -0.284625    -0.177778     0.113931     0.686380     0.458410     0.195956     0.571339     0.530218  1
   -0.150794     0.130440    -0.070212     0.166861    -0.202070     0.331852     0.650811     0.438924     0.483236    -0.023968  1
   -0.157447     0.072078    -0.149342    -0.337880    -0.173310     0.055839    -0.375301    -0.205818    -0.610317    -0.043260  1
